province,city,distance,rice_ratio,Lineage,fr,sex_ratio,FS,P_tgf,P_ila,dr,pd,lon,lat,GDP,nap,CD
安徽,太湖,1177.0,78.85811213908073,0.848943,1.56,122.4383,3.43,30.527494,10.979552,0.851292,279.4117647058824,116.27,30.43,21415,10.68,26.4
安徽,无为,1098.8,88.41969323876538,0.677457,1.56,137.3266,3.21,24.043551,16.172583,1.022576,581.4905814905815,117.92,31.3,25715,13.67,27.4
安徽,临泉,877.2,0.03623682849109076,0.827445,1.81,127.8952,3.14,16.148962,15.382809,0.265337,1210.1210121012102,115.25,33.07,3795,7.22,28.6
安徽,濉溪,770.5,0.03939306037523681,0.779145,1.53,138.0616,3.5,21.814641,8.563446,1.008133,554.9949545913219,116.77,33.92,3261,15.24,28.0
安徽,太和,839.2,0.0,0.813262,1.74,132.1493,3.01,13.89214,16.055535,0.250538,939.5604395604396,115.62,33.17,12251,9.1,28.6
安徽,砀山,714.3,0.160090108388574,0.751795,1.68,140.1595,3.07,12.63445,12.368433,0.836983,829.8407376362112,116.35,34.42,6816,14.73,29.5
福建,周宁,1735.1,47.16186,0.941909,1.92,125.3267,2.72,13.992153,26.00986,1.415165,191.20458891013385,119.33,27.12,24161.28,10.36,16.9
福建,寿宁,1738.6,33.5843288381994,0.912088,1.88,128.0702,2.98,14.72537,19.959086,1.320316,189.6067415730337,119.5,27.47,2662.52,11.64,17.7
福建,连城,1853.3,59.88168854064021,0.96139,1.75,136.3713,2.77,13.947353,18.739704,1.152861,127.95657231485072,116.75,25.72,31965.25,14.2,17.2
福建,上杭,1920.3,58.39555181660445,0.910113,1.69,123.3443,2.89,22.449893,19.51549,1.002962,173.67141368530739,116.42,25.05,33862.5,13.7,16.6
福建,建宁,1692.6,53.61169065501067,0.863071,1.63,122.6717,3.1,24.613419,13.206292,1.014877,87.31082654249127,116.83,26.83,35681.24,15.86,20.4
福建,沙县,1780.4,65.5032809349272,0.917526,1.57,122.5862,2.88,17.920609,20.465571,1.754507,143.25068870523415,117.78,26.4,469.82,26.54,17.2999999999999
福建,松溪,1673.2,43.53037969149321,0.832636,1.76,112.411,2.85,14.03271,17.301402,1.26066,163.46153846153845,118.78,27.53,1916.19,16.92,19.4
福建,永安,1853.3,56.36111136160734,0.80916,1.45,113.0733,2.91,16.925533,16.33474,2.358323,112.55115961800819,117.37,25.98,52676.62,34.38,16.9
福建,南靖,2052.1,78.391651891907,0.956834,1.45,110.0701,3.4,28.194528,9.60558,0.89692,178.3893985728848,117.37,24.52,3298.79,13.5,14.1
福建,柘荣,1709.0,31.74844847317661,0.986394,1.7,111.8962,3.16,19.556541,21.082779,2.490502,202.2058823529412,119.9,27.23,3637.99,12.08,17.7999999999999
福建,闽清,1835.5,51.595263417966,0.887417,1.7,123.5709,2.86,18.225762,22.462579,1.504494,211.3156100886162,118.85,26.22,35469.17,17.65,16.2
福建,光泽,1584.1,45.43715886283847,0.794594,1.7,115.4837,2.91,18.162999,17.931236,1.458871,71.42857142857143,117.33,27.55,2559.36,21.79,20.2
福建,浦城,1552.9,58.50178088306293,0.748344,1.7,106.794,2.8,15.437952,18.972066,1.415957,127.3696682464455,118.53,27.92,21225.74,21.09,19.7
福建,古田,1773.5,45.31483549609124,0.875502,1.64,109.7323,2.86,17.103232,21.267552,2.020482,178.942987931752,118.75,26.58,25291.94,17.13,16.4
福建,泰宁,1695.2,49.03466338627833,0.850932,1.64,125.0,3.18,25.354659,13.919784,1.412547,84.69055374592834,117.17,26.9,41195.89,17.68,19.7
福建,明溪,1801.4,57.65443810440767,0.833333,1.58,115.6284,2.91,19.104874,18.118168,1.97839,70.4225352112676,117.2,26.37,3934.96,23.25,17.7999999999999
